PC1,PC2,PC3,PC4,PC5,PC6
-469.3394447777765,-482.4037164424791,-179.22481685202652,22.781471924832402,41.06927981533779,-4.651493740040715
-459.41692664806334,-479.51583419264,-173.1672958765235,70.9665516062714,32.10456608193496,-20.86355247841535
-416.65508789301947,-437.7768163464875,-152.3032009180567,11.697396491528707,45.82345477937505,-31.921450150192385
-435.1590605848878,-466.1555027473286,-132.41200480369557,34.82597008241541,56.7557659449452,40.10999023144132
-438.39287567148006,-463.93257285949005,-147.41239830342812,22.1792447401335,54.77300085875849,15.014022075862938
-450.3068011671099,-473.7066651727116,-159.80453028358073,29.818990416183027,45.104787102272596,5.385920228921323
-447.6591167027706,-468.46875599718436,-168.30079650969776,39.30234132968704,60.91678715236664,-0.5777370776415651
-455.0534155957628,-488.85885304376666,-138.87686202401346,43.835573864662024,79.71225848343016,35.55941930593153
-458.96287350076443,-478.98208771150524,-169.93010942910277,37.61249685309366,79.84566331685178,29.584795521986482
-464.1124569025167,-474.1956175406465,-196.24719668900755,20.70878815952159,96.22816065539755,6.134479435110858
-486.34613371824884,-489.0389917548616,-220.62697718689532,-8.742839139746621,68.63959631305592,-27.74461170960232
-485.76315639857205,-503.55870317253596,-182.47828076862146,5.851432309261696,89.93354059316688,13.540614762973698
-451.8536664705297,-465.34295592139733,-180.98152947762256,35.831630424683,73.90533550820909,18.73197450593741
-459.50719676155575,-473.3748765317909,-176.9529245452579,73.4317040882888,82.2401863575118,8.503682973833591
-445.4537369586036,-468.77937767110564,-154.20136364844234,41.64520561201229,47.28785884004864,19.288464253584188
-416.87345362601855,-435.5334701016608,-149.7793286486151,22.97359322535786,74.13157902193245,34.38844761212261
-419.35181487770376,-432.66965838216765,-162.54903208618788,10.567121366743123,61.8442868835742,26.751306015412617
-445.6616475794453,-461.35100976179353,-168.5693882562267,-5.098147439342256,42.02283418987979,9.585733194604275
-462.117766177166,-479.10254181151276,-180.085522617815,43.7461912453787,62.15675142971563,-15.734873122363338
-479.7938175305678,-502.7074111669694,-171.16010806504556,25.02293717159563,47.731795430450816,1.1179656226433838
-494.2142499300528,-507.1679924911897,-202.06142898516214,4.736411391614297,73.64890899636194,-1.8335117404085342
-475.6830531411614,-483.47669957366315,-192.7988699242746,24.434424459390016,80.20465710870957,15.854828267277014
-462.17499805774816,-456.31455841979664,-223.058216307183,43.59707213742146,112.77004826625274,4.31802764780344
-475.9646223525702,-499.08104084976844,-174.05524482618017,50.612554055323585,62.249095012699144,23.147361451615993
-471.04697407584507,-485.2081496665116,-178.57242489786424,15.499751793310281,45.437014919046376,14.05075422065672
-475.88522771463283,-494.91820784817173,-177.3394491171575,20.08252660378068,30.29143511155013,1.2824405725312777
-468.857146723124,-481.2277859191014,-186.0202415306602,45.32613811237701,59.00473281220465,-4.60735393055648
-480.58413381884225,-478.8634895928735,-218.02740567652634,31.136350719596948,92.16565846696008,-2.0359103875060462
-463.5221391803591,-469.7450673144309,-200.20057539558135,19.28366825691259,90.88533609627149,-2.63894151593486
-464.8062679365555,-468.23775694878884,-203.8665406951,30.258952674031434,87.11714568738972,14.829419703280426
-477.78435521464064,-483.2170183579768,-204.07134401918228,24.946724528955997,83.38896249624227,24.167040557173763
-455.3957891420944,-472.07270695449597,-171.51643755075108,34.164390894652456,76.78569798823108,16.394386356705
-465.1177097051155,-486.6184270963701,-164.74068600921743,27.16123318712829,70.44349090544588,20.772562491659297
-462.5731433194076,-480.66178080008234,-170.25687438717378,47.30305661187262,60.955746463644154,36.95158328788821
-462.09221341859734,-476.620256144712,-177.05467450562813,58.5271495168426,69.16942113862478,19.840107599223707
-521.8035042510411,-539.0205614423189,-197.7093315989711,-29.43869738047195,86.6866869360573,12.173645690258958
-451.4354108641817,-478.82412918966105,-151.26571016549906,14.775061107922994,62.79880742890634,41.956145315054165
